A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BY,BZ,CA,CB,CC,target
e7db432d,17cm,16,0,,,17cm,25.66314879,68,168.8,33,75,99,119,,,,,17cm,50,1,28.4,1,28.4,1,19,1,11,1,12.25,1,7.5,0,17cm,4,6.95786,25.666,1750.31,3675.66,40.5822,128.694,19.5679,6.09802,40.1055,2,55.6271,32.4852,121.737,62.8429,96.2093,17cm,2.39,,,17cm,2,3,2,1,2,1,1,1,1,2,1,0,1,1,2,1,1,1,1,1,,,,17cm,0,0
937b41ec,17cm,16,0,,,17cm,29.28401423,74.5,231.2,44,64,79,119,,,,,17cm,10,0,35.4,2,34.3,2,0,0,15,1,0,0,12,1,17cm,3,8.33688,29.2873,2005.5,3409.35,50.4797,155.875,19.7455,9.54184,75.3255,3,63.2333,42.1624,147.538,68.2066,113.713,17cm,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2,
cba1c8b5,rinki,13,0,17cm,67,chotu,19.10479747,59,94.6,28,53,91,100,,,,,chotu,8,0,15.4,1,17.3,1,2,0,0,0,3.75,0,5.5,0,chotu,2,4.30402,19.1069,1208.19,1933.11,18.6877,70.9514,14.3305,4.77643,23.6486,2,32.9727,19.291,66.6474,29.2114,51.6604,,,chotu,2.17,chotu,4,2,2,1,1,1,0,1,1,1,2,0,1,1,0,0,2,0,0,0,chotu,29,42,rinki,2,0
5a4cff4b,17cm,11,1,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1ee75bf,chotu,10,0,17cm,64,500years,15.47349113,53.5,63,,58,78,117,500years,9,15,35,500years,35,1,14.4,2,13.7,2,20,1,10,1,9,1,11,1,500years,4,3.40102,15.4752,1041.9,2187.99,11.0226,53.2389,13.0775,2.39768,9.76105,1,27.2728,14.9435,49.8379,25.5676,38.2954,,,chotu,3.97,500years,5,2,3,0,3,1,0,2,1,1,1,0,2,2,2,2,2,2,1,2,500years,33,47,chotu,0,1
2f81950d,500years,8,1,500years,61,500years,15.21581686,46.5,46.8,22,55,70,100,,,,,500years,7,1,,,,,2,0,12,1,12,1,9.5,1,17cm,2,2.354,15.2175,937.313,1405.97,11.4241,42.0992,13.689,1.52852,4.70082,1,21.8083,8.86682,39.7452,18.7863,33.2324,,,,,17cm,3,0,2,0,3,0,0,0,1,2,0,0,0,1,1,2,2,1,1,1,17cm,54,75,500years,0,0
e5349ce2,500years,7,0,chotu,50,rinki,15.00291211,48.5,50.2,,58,91,100,rinki,2,1,15,rinki,6,1,,,,,3,0,5.5,0,6.5,0,8,1,,,,,,,,,,,,,,,,,,,,,,rinki,2,2,2,0,1,0,0,0,0,1,1,0,1,0,2,1,1,1,1,0,rinki,34,49,500years,0,0
0df73b79,17cm,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cd8802e,rinki,10,1,chotu,78,rinki,22.27507508,55.5,97.6,,54,85,116,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.36,chotu,1,4,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,chotu,36,51,rinki,2,0
2c3b09db,chotu,7,0,500years,55,500years,16.75796066,49.75,59,,64,73,129,500years,5,7,28,500years,1,0,,,,,4,1,10,1,12,1,12,1,500years,1,3.23648,16.7598,1021.95,1328.53,12.8543,51.1137,14.5196,2.24021,7.88629,1,28.0147,10.2447,47.8772,22.773,40.869,,,,,500years,1,1,5,2,2,1,0,1,1,1,4,1,5,1,4,3,5,2,5,1,500years,44,62,chotu,3,1
1da37c60,17cm,17,1,17cm,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,5,5,5,5,5,2,5,3,5,0,4,0,4,5,5,5,2,5,1,4,chotu,55,76,17cm,0,2
709457f3,chotu,9,0,rinki,59,500years,18.4331411,51,68.2,,65,96,117,500years,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,4.03,chotu,3,0,3,0,2,0,0,0,3,2,2,0,3,1,2,2,2,3,2,1,chotu,34,49,chotu,0,1
41b66459,chotu,16,1,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
7b196b4e,500years,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc3a0c97,chotu,13,1,,,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
c98527f7,rinki,8,0,chotu,78,rinki,20.43321799,51,75.6,,85,109,150,rinki,6,9,15,rinki,4,1,,,,,0,0,6,0,7.5,1,3,0,rinki,3,9.05497,20.4355,1043.91,1774.65,11.2382,53.4534,14.449,5.98644,22.1466,2,27.4862,14.7291,44.3985,24.5852,38.7244,,,,,rinki,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinki,39,55,rinki,0,0
1f7bd44c,17cm,7,0,17cm,65,rinki,18.91204472,53.5,77,,65,98,101,rinki,,,,rinki,3,0,,,,,0,0,9,1,9.5,1,14,1,rinki,2,3.52437,18.9141,1122.72,1796.36,15.6641,61.8478,15.1922,3.72195,15.1522,2,32.3738,13.8099,58.3234,31.9902,48.0379,,,,,rinki,1,2,2,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,rinki,32,46,17cm,0,0
3f3d3809,chotu,7,1,500years,70,rinki,15.6914318,51.5,59.2,,44,112,119,rinki,,,,17cm,,,,,,,,,,,,,,,500years,5,3.10527,15.6931,1045.83,2300.83,16.9019,53.6579,14.224,1.46914,5.54212,2,26.084,10.672,50.5526,24.6096,42.9858,,,,,chotu,3,2,1,0,1,0,0,1,2,3,1,0,1,1,1,2,1,3,1,1,chotu,36,51,chotu,0,0
05e67680,500years,9,0,,,500years,25.46581633,56,113.6,35,61,82,120,,,,,500years,0,0,,,,,1,0,0,0,0,0,4,0,500years,4,3.93564,25.4686,1223.02,2568.34,19.2963,72.5305,16.261,9.2076,41.0695,3,34.2556,18.9786,68.5948,30.2959,53.5519,,,500years,4.04,500years,2,2,1,0,2,1,0,1,2,2,0,0,2,2,2,2,1,2,1,1,500years,42,59,500years,2,0
eaa4821d,chotu,7,0,500years,70,chotu,16.35187885,53.75,67.2,,72,97,111,chotu,6,11,39,chotu,18,1,,,,,2,0,12,1,12,1,15,1,chotu,3,1.43981,14.6775,1069.96,1818.93,14.3421,56.2276,13.7089,0.968525,3.97243,1,29.0754,12.8101,54.7878,24.6271,43.4175,,,,,500years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500years,33,47,chotu,0,0
a1f77468,chotu,17,0,,,chotu,36.35408319,70.5,257,45.5,73,63,134,,,,,,,,,,,,,,,,,,,,chotu,3,8.09656,36.3545,2170.15,3689.25,53.1823,173.412,24.5304,11.824,83.5875,1,74.9575,45.2728,165.316,105.774,128.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d85b7c71,17cm,7,0,chotu,60,rinki,19.79626176,52.63,78,,59,82,107,rinki,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,4,5,5,0,5,0,0,4,0,0,0,0,1,4,4,4,4,3,0,0,rinki,41,58,17cm,2,1
cee465b9,17cm,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498fbde,500years,17,1,chotu,80,500years,19.42196044,63.5,111.4,27,88,73,128,,,,,500years,13,0,23.5,2,23.1,2,5,0,3,0,0,0,6.5,0,,,,,,,,,,,,,,,,,,500years,1.12,,,500years,4,4,2,1,2,1,1,1,1,2,5,1,1,1,1,1,3,0,1,1,,,,500years,1,1
bd4ccd4c,rinki,11,0,500years,74,500years,15.2676817,59,75.6,,61,58,115,500years,6,10,21,500years,26,1,20.7,2,19.9,2,15,1,8,1,9,1,14,1,500years,3,4.28468,15.2693,1158.83,1970.01,16.0766,65.6937,13.2685,2.00082,9.90626,2,31.8627,17.7544,61.4091,31.4218,47.9393,,,500years,2.95,500years,3,3,2,4,5,0,0,0,1,2,4,1,1,0,2,1,3,3,4,1,500years,28,41,rinki,1,1
ef4ae515,500years,6,0,rinki,70,500years,16.41219282,46,49.4,,65,83,108,,,,,500years,3,1,,,,,0,0,8,1,8,1,5.5,1,17cm,3,2.56503,16.414,921.867,1567.17,7.27542,40.454,13.4415,2.97246,8.94601,2,22.7745,10.404,37.889,16.7269,30.05,,,,,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,500years,0,0
206c8562,chotu,10,0,17cm,62,500years,17.82381518,54.75,76,,75,73,121,500years,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,1.19,500years,1,1,4,1,2,1,2,1,1,1,1,0,1,2,4,2,3,2,2,2,500years,29,42,chotu,0,1
6d4933d0,500years,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cb32129,17cm,9,1,rinki,61,rinki,17.15902367,52,66,,61,84,120,rinki,6,10,20,rinki,21,1,,,,,6,1,7,0,7,0,12,1,rinki,2,2.98792,13.5207,1016.76,1525.14,14.1031,50.5611,13.1466,0.374135,1.43891,1,24.5752,11.8828,47.5732,24.8618,38.6783,,,17cm,3,rinki,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,rinki,39,55,17cm,0,0
c5cfaeae,chotu,9,0,rinki,49,500years,14.17572016,54,58.8,,66,80,106,500years,3,3,36,500years,0,0,,,,,0,0,6,0,7,0,10,1,500years,1,3.3377,14.1773,1029.47,1338.31,10.1946,51.9153,12.5173,1.65998,6.88473,1,25.3405,16.3802,48.5776,21.5299,35.5351,,,chotu,3.07,500years,5,5,5,2,5,2,0,2,1,5,4,0,3,2,4,5,3,2,1,0,500years,65,89,chotu,2,2
0ecdc3e0,chotu,16,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36958957,rinki,13,0,500years,60,chotu,17.67797852,64,103,,59,54,124,,,,,chotu,20,0,21.7,2,20.4,2,0,0,7,0,5,0,7,0,,,,,,,,,,,,,,,,,,,,rinki,2.36,chotu,3,5,4,4,4,1,1,4,2,2,5,0,3,2,3,1,3,3,3,2,rinki,37,53,chotu,2,2
6e128c6b,500years,14,1,rinki,85,17cm,24.02465125,63.5,137.8,,73,86,112,,,,,17cm,22,1,41.6,2,36.8,2,5,0,9,0,8.5,0,10,1,17cm,4,4.92987,24.0273,1327.48,2522.21,27.5274,83.6571,14.5867,9.44055,54.1429,2,32.9431,23.1865,78.7272,40.6791,60.4706,17cm,2.6,,,17cm,2,1,2,1,3,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,17cm,36,51,500years,2,0
ade50eba,rinki,16,0,17cm,55,500years,23.01031541,71,165,,73,59,120,,,,,500years,40,1,46.6,2,57.6,3,30,1,8,1,7,0,10,1,500years,4,7.88753,23.0128,1865.53,3917.62,41.8809,140.967,19.6609,3.35193,24.033,1,63.3614,35.7246,133.079,89.3602,105.242,rinki,2.41,,,500years,0,5,2,2,2,2,1,2,3,0,2,2,2,0,2,0,1,2,1,0,,,,rinki,3,1
4e052db0,rinki,10,0,17cm,55,chotu,17.96053464,49.5,62.6,,72,64,138,chotu,7,12,2,chotu,8,0,13.2,2,6.2,1,21,1,9,1,8,1,13,1,chotu,3,2.85203,17.9625,990.231,1683.39,8.39269,47.7356,13.6973,4.26521,14.8644,1,24.9896,14.3533,44.8835,22.7598,33.3823,,,rinki,2.1,chotu,3,1,3,1,3,0,0,3,3,2,3,0,1,1,1,1,1,1,1,1,chotu,51,71,rinki,2,0
24a3b16d,rinki,12,0,500years,65,chotu,16.23995838,62,88.8,,68,81,139,,,,,17cm,,,,,,,,,,,,,,,500years,3,4.888,16.2417,1253.7,2131.29,21,75.7986,13.8638,2.37798,13.0014,3,34.7483,20.0503,70.9106,31.8121,55.7483,,,chotu,2.25,chotu,4,5,5,3,4,2,1,1,2,4,0,0,2,1,4,0,5,1,4,0,chotu,31,45,rinki,3,1
8eba0ee9,chotu,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a74b5f3b,17cm,7,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
0c4e2d68,chotu,6,1,17cm,75,chotu,16.37226033,40.5,38.2,,56,89,100,chotu,,,,chotu,8,1,,,,,0,0,12.5,1,12.5,1,12,1,500years,1,1.78423,16.374,854.838,1111.29,7.30603,33.3145,14.2799,2.09413,4.88553,1,20.1245,5.88392,31.5302,19.689,27.4305,,,,,500years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,chotu,0,0
1c3c2b2f,chotu,7,0,17cm,71,500years,15.52224,50,55.2,,83,64,116,500years,5,8,29,500years,10,1,,,,,1,0,9,1,8,1,4,0,,,,,,,,,,,,,,,,,,,,,,500years,3,3,4,0,4,0,0,2,2,0,0,0,4,0,2,4,4,5,4,0,500years,43,60,chotu,0,1
913bea9f,17cm,16,1,rinki,65,rinki,39.33779297,64,229.2,,70,83,125,,,,,rinki,18,1,30.1,3,33,3,0,0,11,1,11.5,1,10,1,rinki,4,5.3122,39.3421,1573.45,2989.56,40.2483,109.856,18.8568,20.4853,119.344,3,40.9028,28.7052,104.544,54.4747,81.1511,rinki,1.7,,,17cm,4,5,2,1,4,2,1,2,1,2,0,0,1,3,3,1,2,2,1,1,17cm,59,81,17cm,0,1
b55f7943,500years,9,1,,,500years,18.07695353,51.5,68.2,26,52,60,101,,,,,500years,15,1,,,,,3,0,13.5,1,11.5,1,12,1,17cm,3,2.98912,18.0789,1042.81,1668.5,17.0061,53.3363,14.1388,3.94016,14.8637,2,24.4041,11.9261,50.3472,20.6311,41.4102,,,17cm,2.81,17cm,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,17cm,67,91,500years,2,1
e115d780,17cm,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4afa8a76,chotu,9,1,500years,69,chotu,17.29031405,55,74.4,25,68,85,114,,,,,chotu,9,1,,,,,0,0,10,1,11,1,12,1,500years,2,3.4199,17.2922,1098.72,1648.08,18.3756,59.2909,13.7805,3.5117,15.1091,2,26.4419,14.4734,55.871,26.1717,44.8175,,,chotu,2.46,500years,2,2,2,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,500years,27,40,chotu,0,0
0ec52194,rinki,13,1,,,chotu,31.60262252,66,195.8,,70,80,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,42,59,rinki,1,
b791f2a6,rinki,9,0,500years,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.84,,,,,,,,,,,,,,,,,,,,,,,,,rinki,,
1661fd48,rinki,7,1,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,
32dcc8ab,17cm,8,1,rinki,70,17cm,16.32707101,52,62.8,,59,92,112,17cm,5,8,6,17cm,7,1,,,,,4,0,5.5,0,6.5,0,10,1,rinki,2,6.18163,16.3289,1033.71,1550.56,15.3177,52.3662,13.6159,2.71292,10.4338,2,24.5636,12.4849,46.1846,23.7221,39.8813,,,17cm,2.12,17cm,2,2,3,1,2,0,0,1,1,2,1,0,2,0,2,2,2,2,2,1,17cm,36,51,17cm,2,0
a1814875,500years,15,0,17cm,61,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.75,,,500years,5,5,5,5,5,2,1,3,5,4,3,0,1,5,5,5,5,5,5,5,500years,38,54,500years,2,2
7c194077,chotu,15,0,500years,55,500years,19.65688705,66,121.8,,58,68,107,,,,,500years,85,1,38.6,2,34.7,2,30,1,5.5,0,6,0,10,1,500years,4,6.04698,19.659,1482,3112.21,28.9307,100.116,16.1591,3.4999,21.684,2,45.8385,25.3468,94.069,53.3901,74.7691,500years,3.18,,,500years,5,5,5,2,2,2,2,0,4,4,5,1,2,0,0,0,0,0,4,0,500years,56,77,chotu,2,1
93cdae1c,chotu,9,0,17cm,50,500years,19.40779396,54.5,82,28,66,104,109,,,,,500years,2,0,,,,,0,0,7,0,7,0,2,0,500years,2,3.64081,19.4099,1112.83,1780.53,14.9625,60.794,14.3903,5.0196,21.206,2,29.7929,16.0386,57.1532,25.2528,44.7554,,,,,500years,2,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,500years,49,68,chotu,2,0
b7c3834f,chotu,12,1,rinki,35,500years,28.3013706,61,149.8,,65,92,115,500years,2,1,21,500years,11,0,27.7,3,26.7,3,2,0,14,1,15,1,11,1,500years,3,4.8275,28.1533,1404.67,2247.46,32.6793,91.8783,17.3603,10.793,57.1217,2,37.0511,22.148,87.0508,44.9439,69.7304,,,chotu,2.93,500years,5,5,5,5,5,2,5,5,5,5,5,0,4,5,5,5,3,5,1,4,500years,49,68,chotu,3,3
b4e136cc,500years,12,0,,,500years,24.52281645,61,129.8,,14,70,164,,,,,500years,7,0,29.4,2,38,2,6,0,6,0,6,0,11,1,500years,2,4.73193,24.5255,1340.87,2145.39,23.9849,85.0832,16.0763,8.44917,44.7168,2,38.11,22.9882,80.3512,34.6985,62.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
edc44560,17cm,13,1,,,17cm,,,,31,82,107,129,,,,,17cm,0,0,10,1,6.5,1,0,0,3,0,3,0,2.5,0,,,,,,,,,,,,,,,,,,,,17cm,1.36,17cm,1,1,2,1,4,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,17cm,40,56,17cm,2,0
550b7fb0,500years,11,1,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,,
0ba53e53,chotu,6,1,500years,70,500years,21.7360344,47,68.3,,59,70,124,500years,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,5,5,5,1,5,0,0,0,5,4,4,0,4,0,0,4,3,5,4,0,chotu,34,49,chotu,0,2
e79487a3,chotu,7,1,rinki,80,chotu,17.3329539,48.25,57.4,,50,99,98,chotu,,,,chotu,,,,,,,,,,,,,,,500years,3,2.65085,17.3348,987.258,1579.61,14.5277,47.4189,14.3206,3.0143,9.98108,1,23.8372,9.05404,44.7681,20.7851,38.3649,,,rinki,2.7,rinki,3,2,3,0,3,1,0,0,0,0,2,0,1,0,3,2,2,0,1,0,rinki,41,58,chotu,,0
96d235f1,chotu,20,1,,,chotu,28.69707979,63.5,164.6,34,72,81,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
8b3c900f,500years,11,0,17cm,75,17cm,24.0797184,62.5,133.8,,69,87,113,17cm,6,9,3,17cm,23,1,23,3,22.5,3,3,0,9,1,8,1,12,1,17cm,3,5.83893,24.0823,1430.27,2431.46,28.0007,94.6055,17.0278,7.05453,39.1945,2,42.6358,23.9689,88.7666,42.4424,70.6365,,,500years,0.58,17cm,2,0,3,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,2,0,17cm,29,42,500years,0,0
d9f4d9c9,rinki,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ff73d95,chotu,10,0,17cm,85,500years,21.73990885,57.6,102.6,,61,84,116,500years,6,11,0,500years,2,0,,,,,10,1,8,1,7,0,13,1,500years,4,3.9889,23.0024,1204.21,2528.84,18.0935,70.527,15.8118,7.19061,32.073,2,34.6444,17.7892,66.5381,34.7419,52.7378,,,chotu,3.25,500years,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,500years,32,46,chotu,0,0
a8926a86,17cm,14,0,rinki,55,17cm,18.56918343,65,111.6,,60,73,118,,,,,17cm,17,0,22,2,26.4,2,6,0,5.5,0,6,0,12,1,17cm,3,1.94776,18.5712,1370.8,2330.36,25.0988,88.2715,14.6891,3.88206,23.3285,2,39.5525,23.6202,86.3237,39.4713,64.6513,,,rinki,3.07,rinki,4,4,4,3,4,3,2,3,5,4,4,2,2,3,3,2,2,2,3,3,17cm,45,63,17cm,2,2
87af775e,chotu,9,0,500years,67,17cm,17.45445816,54,72.4,,61,86,111,17cm,,,,chotu,,,,,,,,,,,,,,,500years,3,3.77565,17.4564,1112.62,1891.46,16.1198,60.772,14.6527,2.80363,11.628,2,30.8378,13.8144,56.9964,26.5077,46.9576,,,chotu,3.26,chotu,5,4,5,0,5,3,0,2,2,5,2,0,2,2,3,3,4,3,4,1,chotu,30,43,chotu,1,2
23bd890b,rinki,9,1,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3.3,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
792d2fa5,chotu,13,1,500years,62,chotu,23.62840791,62,129.2,29,72,81,117,,,,,chotu,9,0,18.9,2,25.5,3,0,0,14.5,1,16.5,1,9.5,1,chotu,2,4.50267,23.631,1294.81,1942.21,27.4198,80.1772,14.6646,8.96638,49.0228,2,31.0871,21.6704,75.6745,32.8373,58.5068,,,chotu,1.69,chotu,4,4,5,5,5,1,5,5,5,5,0,3,5,5,4,5,5,5,1,5,chotu,38,54,chotu,0,3
6b6467f4,17cm,16,1,chotu,60,17cm,32.6364892,67,208.4,,73,64,124,,,,,17cm,15,0,22.4,2,28.5,2,0,0,8,0,7.5,0,7,0,17cm,3,6.03139,32.6401,1628.3,2605.28,42.1067,115.698,18.1209,14.5192,92.7019,3,43.207,30.3844,109.667,57.136,85.3137,17cm,2.32,,,17cm,5,5,5,2,5,1,5,4,5,4,4,1,4,4,5,5,3,4,2,5,,,,17cm,2,2
11739de2,rinki,11,0,17cm,70,chotu,17.66466837,56,78.8,,66,94,127,chotu,5,7,30,chotu,6,0,17.9,2,18.7,2,7,1,10,1,9,1,11,1,chotu,2,4.04534,17.6666,1155.11,1848.18,17.5204,65.2975,14.6394,3.02721,13.5025,1,32.2406,15.5364,61.2521,28.7117,49.7611,,,chotu,1.24,chotu,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,chotu,47,66,rinki,0,0
cba70d97,500years,15,0,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2.161,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
1de34522,17cm,8,0,,,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1.92,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1,
da19c97e,500years,8,0,500years,61,chotu,14.54109958,51,53.8,,53,76,110,chotu,,,,500years,,,,,,,,,,,,,,,500years,3,3.07393,14.5427,987.673,1679.04,9.17465,47.4631,12.8298,1.71292,6.33687,2,24.9266,13.3619,44.3892,21.2215,34.1013,,,,,500years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500years,33,47,500years,0,0
0068a485,17cm,10,1,,,17cm,16.86128647,59.25,84.2,27,71,90,116,,,,,17cm,0,0,12.6,2,11.1,1,0,0,0,0,0,0,4,0,17cm,3,4.05726,16.8631,1180.04,1888.06,21.94,67.9527,13.6092,3.25395,16.2474,2,28.5367,17.476,63.8954,28.768,50.4767,,,17cm,1.27,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2,
8d7e3917,17cm,7,1,,,,,,,,,,,,,,,17cm,5,1,,,,,0,0,17,1,16,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
c2cd92d4,17cm,15,0,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2,
8a603113,chotu,14,0,,,chotu,29.58559689,68,194.6,30,75,77,132,,,,,chotu,21,0,45.8,3,46.5,3,30,1,7,0,8,1,12,1,,,,,,,,,,,,,,,,,,chotu,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,
ead25f13,chotu,9,0,17cm,45,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.26,chotu,2,2,4,0,2,1,1,1,0,1,0,0,4,1,2,4,3,3,1,1,chotu,33,47,chotu,0,1
b64856e9,500years,13,0,500years,45,17cm,17.07906477,61,90.4,,71,80,114,,,,,17cm,50,1,25.7,2,31.2,2,23,1,11,1,11,1,8,0,17cm,2,1.13322,17.0809,1264.46,2023.13,18.5506,76.9445,14.5385,2.5424,13.4555,2,39.0318,19.3621,75.8113,51.165,57.5824,,,500years,4.79,17cm,4,2,2,1,4,3,2,2,2,2,2,2,1,1,0,1,2,2,1,1,17cm,29,42,17cm,0,1
c66daa08,17cm,14,0,500years,65,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.92,,,500years,0,5,5,4,4,4,0,4,1,0,5,0,2,0,4,0,5,0,5,3,500years,60,82,17cm,2,2
5a8712ae,17cm,17,0,rinki,50,17cm,22.55112497,67,144,,80,78,129,,,,,17cm,28,1,25.3,1,24.2,1,20,1,6,0,6,0,6.5,0,17cm,4,6.66267,22.6319,1650.78,3466.64,36.676,118.093,18.496,4.13595,26.4072,2,52.1191,29.2977,111.43,59.1338,88.7951,rinki,1.69,,,rinki,4,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,3,4,,,,17cm,3,3
7a5fccc9,17cm,6,0,rinki,40,17cm,15.52934337,43.5,41.8,,86,93,126,17cm,7,12,49,17cm,0,0,,,,,1,0,8.3,1,8.5,1,8,1,17cm,3,5.11548,15.531,877.084,1491.04,5.94647,35.6839,13.2586,2.27247,6.11609,2,21.7244,8.01301,30.5684,15.3419,27.6709,,,,,17cm,5,3,3,0,3,0,0,0,3,2,0,0,3,1,1,4,3,4,3,3,17cm,54,75,17cm,0,1
0a24c842,500years,11,1,500years,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
